station_id_1,station_id_2
de:11000:900025202,de:11000:900025203
de:11000:900025203,de:11000:900026101
de:11000:900026101,de:11000:900026201
de:11000:900026201,de:11000:900026202
de:11000:900029301,de:11000:900029302
de:11000:900029301,de:11000:900033101
de:11000:900033101,de:11000:900034102
de:11000:900034101,de:11000:900034102
de:11000:900034101,de:11000:900036101
de:11000:900035101,de:11000:900036101
de:11000:900041101,de:11000:900041102
de:11000:900041101,de:11000:900041201
de:11000:900041101,de:11000:900043101
de:11000:900041101,de:11000:900045102
de:11000:900041102,de:11000:900044201
de:11000:900042101,de:11000:900043101
de:11000:900042101,de:11000:900043201
de:11000:900042101,de:11000:900044201
de:11000:900043201,de:11000:900044201
de:11000:900044201,de:11000:900044202
de:11000:900044201,de:11000:900055102
de:11000:900044202,de:11000:900061102
de:11000:900045101,de:11000:900045102
de:11000:900045101,de:11000:900051202
de:11000:900050201,de:11000:900050282
de:11000:900050282,de:11000:900051301
de:11000:900051201,de:11000:900051301
de:11000:900051201,de:11000:900051303
de:11000:900051202,de:11000:900051302
de:11000:900051302,de:11000:900051303
de:11000:900054102,de:11000:900054103
de:11000:900054102,de:11000:900057103
de:11000:900054103,de:11000:900055102
de:11000:900056101,de:11000:900056102
de:11000:900056102,de:11000:900056104
de:11000:900061101,de:11000:900061102
de:11000:900061101,de:11000:900062203
de:11000:900062202,de:11000:900062203
de:11000:900068101,de:11000:900068201
de:11000:900068201,de:11000:900068202
de:11000:900068202,de:11000:900068302
de:11000:900068302,de:11000:900069271
de:11000:900069271,de:11000:900070101
de:11000:900070101,de:11000:900070301
de:11000:900078101,de:11000:900078102
de:11000:900078101,de:11000:900079202
de:11000:900078102,de:11000:900078103
de:11000:900078103,de:11000:900078201
de:11000:900078201,de:11000:900080202
de:11000:900079201,de:11000:900079202
de:11000:900079201,de:11000:900079221
de:11000:900080201,de:11000:900080202
de:11000:900080201,de:11000:900080401
de:11000:900080401,de:11000:900080402
de:11000:900080402,de:11000:900082202
de:11000:900082201,de:11000:900082202
de:11000:900082201,de:11000:900083102
de:11000:900083101,de:11000:900083102
de:11000:900083101,de:11000:900083201
de:11000:900085104,de:11000:900085203
de:11000:900085104,de:11000:900086160
de:11000:900085202,de:11000:900085203
de:11000:900086160,de:11000:900096458
de:11000:900096101,de:11000:900096410
de:11000:900096410,de:11000:900096458
de:11000:900100001,de:11000:900100019
de:11000:900100001,de:11000:900100513
de:11000:900100003,de:11000:900100004
de:11000:900100003,de:11000:900100015
de:11000:900100003,de:11000:900100016
de:11000:900100003,de:11000:900100017
de:11000:900100003,de:11000:900100045
de:11000:900100003,de:11000:900100051
de:11000:900100004,de:11000:900100008
de:11000:900100009,de:11000:900100019
de:11000:900100009,de:11000:900100501
de:11000:900100010,de:11000:900100020
de:11000:900100010,de:11000:900100701
de:11000:900100011,de:11000:900100513
de:11000:900100012,de:11000:900100013
de:11000:900100012,de:11000:900100701
de:11000:900100013,de:11000:900100014
de:11000:900100014,de:11000:900100015
de:11000:900100016,de:11000:900110005
de:11000:900100016,de:11000:900110006
de:11000:900100017,de:11000:900120006
de:11000:900100023,de:11000:900100051
de:11000:900100025,de:11000:900100513
de:11000:900100045,de:11000:900100537
de:11000:900100513,de:11000:900100537
de:11000:900110001,de:11000:900110006
de:11000:900110001,de:11000:900130011
de:11000:900110005,de:11000:900110006
de:11000:900120001,de:11000:900120009
de:11000:900120001,de:11000:900160005
de:11000:900120006,de:11000:900120025
de:11000:900120008,de:11000:900120009
de:11000:900120008,de:11000:900120025
de:11000:900130002,de:11000:900130011
de:11000:900160004,de:11000:900160005
de:11000:900160004,de:11000:900161512
de:11000:900161002,de:11000:900161512
de:11000:900161002,de:11000:900171005
de:11000:900171005,de:11000:900171006
de:11000:900171006,de:11000:900175001
de:11000:900175001,de:11000:900175004
de:11000:900175004,de:11000:900175005
de:11000:900175005,de:11000:900175006
de:11000:900175006,de:11000:900175007
de:11000:900175007,de:11000:900175015
de:11000:900175010,de:11000:900175015
